Experiment,Seed,Loss,Conf,Alpha,Beta,N,MSE Y,MAE Y,"HSIC(Y,X)",MSE Z,MAE Z,"HSIC(Z,X)","HSIC(Z,Y)",dHSIC Total,MMD,RF Acc
16,57,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,300,0.64349,0.65885,0.02216,1.22976,0.89838,0.04013,0.13183,0.00342,0.05912,0.55
16,57,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,300,0.6396,0.65623,0.02197,1.17387,0.85919,0.03956,0.12503,0.00342,0.05717,0.65
16,57,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,300,0.63677,0.65466,0.02165,1.15163,0.84436,0.03993,0.12199,0.00342,0.05641,0.625
16,57,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,300,0.63582,0.65396,0.02181,0.89591,0.70015,0.04723,0.03815,0.00137,0.04181,0.6
16,57,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,300,0.63445,0.65197,0.02236,0.94595,0.72255,0.0412,0.06004,0.00201,0.04376,0.575
16,57,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,300,0.63691,0.65419,0.02277,0.86728,0.70241,0.044,0.01904,0.00068,0.05678,0.625
16,57,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,300,0.64082,0.65557,0.02358,0.86397,0.70249,0.04279,0.02043,0.00079,0.06106,0.625
16,57,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,300,0.64204,0.6598,0.02251,0.8631,0.70264,0.04198,0.02258,0.00095,0.05471,0.7
16,57,hybrid,HYBRID_ALPHA0.1_BETA0.9,0.1,0.9,500,0.61669,0.64089,0.02283,1.9969,1.2446,0.04371,0.08453,0.00223,0.07039,0.6
16,57,hybrid,HYBRID_ALPHA0.2_BETA0.8,0.2,0.8,500,0.61352,0.63718,0.02248,1.66877,1.11885,0.02535,0.09233,0.00329,0.06341,0.575
16,57,hybrid,HYBRID_ALPHA0.3_BETA0.7,0.3,0.7,500,0.60915,0.63441,0.02344,1.4007,0.99744,0.02567,0.09425,0.00321,0.06018,0.575
16,57,hybrid,HYBRID_ALPHA0.4_BETA0.6,0.4,0.6,500,0.60224,0.63136,0.02176,0.95503,0.78982,0.06091,0.01875,0.0006,0.06392,0.575
16,57,hybrid,HYBRID_ALPHA0.5_BETA0.5,0.5,0.5,500,0.60643,0.63563,0.023,0.94429,0.77695,0.06035,0.01904,0.00053,0.06515,0.6
16,57,hybrid,HYBRID_ALPHA0.6_BETA0.4,0.6,0.4,500,0.60103,0.63172,0.02351,0.94437,0.7754,0.05827,0.01808,0.0006,0.07055,0.6
16,57,hybrid,HYBRID_ALPHA0.7_BETA0.3,0.7,0.3,500,0.59834,0.63044,0.02437,0.94122,0.77401,0.05836,0.01773,0.00056,0.07287,0.575
16,57,hybrid,HYBRID_ALPHA0.8_BETA0.2,0.8,0.2,500,0.5989,0.63099,0.02705,0.93421,0.76141,0.05649,0.01629,0.00053,0.08546,0.575
16,57,hybrid,HYBRID_ALPHA0.9_BETA0.1,0.9,0.1,500,0.59673,0.63099,0.02555,0.97146,0.80058,0.07732,0.03184,0.00049,0.0685,0.6
16,57,mse,MSE,1.0,0.0,50,0.95019,0.77962,0.0291,0.9578,0.74386,0.03412,0.10005,0.00172,0.06108,0.625
16,57,mse,MSE,1.0,0.0,100,0.58594,0.62075,0.05813,1.24085,0.90224,0.04304,0.14087,0.00267,0.07479,0.575
16,57,mse,MSE,1.0,0.0,300,0.68817,0.67487,0.02899,0.97877,0.74393,0.04013,0.07443,0.00245,0.05246,0.675
16,57,mse,MSE,1.0,0.0,500,0.58381,0.61922,0.02371,1.10758,0.86601,0.0995,0.07068,0.00124,0.07199,0.575
17,58,hsic,HSIC,0.0,1.0,50,0.99984,0.70969,0.12392,2.90547,1.33722,0.08405,0.1908,0.0046,0.1428,0.675
17,58,hsic,HSIC,0.0,1.0,100,0.99016,0.75707,0.17822,2.98292,1.3032,0.07361,0.18284,0.00469,0.2295,0.75
